trip_id,dispatched_at,en_route_at,arrived_at,actual_travel_duration_sec,arrival_source,distance_km,google_eta_sec,google_eta_captured_at,city,locality,sector,service_area,service_category,hour,day_of_week,is_weekend,weather_condition,temperature_c,rain_mm,visibility_km,traffic_level,provider_availability_count,demand_level,surge_multiplier,estimated_wait_before_dispatch_sec,quality_score,validation_status,validation_flags,is_synthetic,is_training_eligible
SYN-ETA-000075,2024-01-13T08:21:21,2024-01-13T08:21:34.200000,2024-01-13T08:38:00.200000,986.0,gps_geofence,2.89,644.0,2024-01-13T08:21:21,Noida,Sector 104,Sector 42,Noida-Sector 104,Cleaning,8,5,1,fog,15.5,0.0,2.5,HIGH,7,NORMAL,1.0,13.2,0.955,PASS,none,True,False
SYN-ETA-000076,2024-05-05T18:32:33,2024-05-05T18:33:06.800000,2024-05-05T18:53:28,1221.2,gps_geofence,4.63,811.4,2024-05-05T18:32:33,Delhi,Vasant Vihar,Sector 93,Delhi-Vasant Vihar,Plumbing,18,6,1,cloudy,37.4,0.0,8.0,HIGH,6,HIGH,1.2,33.8,0.853,PASS,none,True,False
SYN-ETA-000077,2024-04-18T08:04:48,2024-04-18T08:04:48,2024-04-18T08:16:15.600000,687.6,gps_geofence,2.9,511.3,2024-04-18T08:04:48,Noida,Sector 52,Sector 44,Noida-Sector 52,AC Service,8,3,0,clear,42.3,0.0,10.0,HIGH,5,NORMAL,1.0,0.0,0.992,PASS,none,True,False
SYN-ETA-000078,2024-01-26T15:48:36,2024-01-26T15:49:08.700000,2024-01-26T15:50:08.700000,60.0,gps_geofence,0.3,37.0,2024-01-26T15:48:36,Gurugram,DLF The Belaire,Sector 44,Gurugram-DLF The Belaire,Beauty/Salon,15,4,0,clear,10.2,0.0,10.0,MODERATE,9,LOW,1.0,32.7,0.724,PASS,none,True,False
SYN-ETA-000079,2024-02-12T17:56:48,2024-02-12T17:56:49.500000,2024-02-12T18:29:54.800000,1985.3,gps_geofence,6.34,1370.3,2024-02-12T17:56:48,Gurugram,Sector 44,Sector 44,Gurugram-Sector 44,Deep Cleaning,17,0,0,fog,15.2,0.0,2.5,HIGH,7,LOW,1.0,1.5,0.953,PASS,none,True,False
SYN-ETA-000080,2024-02-06T19:40:37,2024-02-06T19:41:00,2024-02-06T20:06:28,1528.0,job_start,3.64,1182.6,2024-02-06T19:40:37,Gurugram,DLF The Belaire,Sector 44,Gurugram-DLF The Belaire,Deep Cleaning,19,1,0,partly_cloudy,13.2,0.0,8.0,SEVERE,6,LOW,1.0,23.0,0.476,PASS,none,True,False
SYN-ETA-000081,2024-04-09T18:36:30,2024-04-09T18:36:35.100000,2024-04-09T18:37:46.800000,71.7,gps_geofence,0.3,56.6,2024-04-09T18:36:30,Gurugram,Sector 45,Sector 42,Gurugram-Sector 45,Appliance Repair,18,1,0,clear,34.6,0.0,10.0,HIGH,4,LOW,1.0,5.1,0.803,PASS,none,True,False
SYN-ETA-000082,2024-01-27T09:54:53,2024-01-27T09:55:08.100000,2024-01-27T09:59:51.300000,283.2,gps_geofence,1.18,217.2,2024-01-27T09:54:53,Gurugram,Sector 44,Sector 50,Gurugram-Sector 44,Pest Control,9,5,1,clear,14.5,0.0,10.0,HIGH,5,VERY_HIGH,1.5,15.1,0.933,PASS,none,True,False
SYN-ETA-000083,2024-01-29T18:11:38,2024-01-29T18:11:39.200000,2024-01-29T18:35:07.200000,1408.0,gps_geofence,6.14,1105.1,2024-01-29T18:11:38,Gurugram,DLF The Magnolias,Sector 45,Gurugram-DLF The Magnolias,Cleaning,18,0,0,partly_cloudy,14.1,0.0,8.0,HIGH,5,NORMAL,1.0,1.2,0.751,PASS,none,True,False
SYN-ETA-000084,2024-05-23T09:19:53,2024-05-23T09:20:15.900000,2024-05-23T09:34:10,834.1,gps_geofence,3.86,675.4,2024-05-23T09:19:53,Noida,Sector 104,Sector 62,Noida-Sector 104,Plumbing,9,3,0,partly_cloudy,36.9,0.0,8.0,HIGH,4,HIGH,1.2,22.9,0.639,PASS,none,True,False
SYN-ETA-000085,2024-05-19T09:37:13,2024-05-19T09:37:16.900000,2024-05-19T10:26:46.700000,2969.8,gps_geofence,4.97,1888.9,2024-05-19T09:37:13,Noida,Sector 52,Sector 50,Noida-Sector 52,Beauty/Salon,9,6,1,dust,42.1,0.0,2.5,SEVERE,7,VERY_HIGH,1.5,3.9,0.899,PASS,none,True,False
SYN-ETA-000086,2024-01-23T08:05:38,2024-01-23T08:05:45.300000,2024-01-23T08:21:01.500000,916.2,gps_geofence,3.56,592.2,2024-01-23T08:05:38,Noida,Sector 93A,Sector 75,Noida-Sector 93A,Plumbing,8,1,0,clear,8.5,0.0,10.0,HIGH,6,NORMAL,1.0,7.3,0.495,PASS,none,True,False
SYN-ETA-000087,2024-06-03T19:44:15,2024-06-03T19:44:21.700000,2024-06-03T19:52:20.300000,478.6,gps_geofence,2.02,376.0,2024-06-03T19:44:15,Gurugram,DLF The Magnolias,Sector 44,Gurugram-DLF The Magnolias,Cleaning,19,0,0,partly_cloudy,35.1,0.0,8.0,HIGH,5,NORMAL,1.0,6.7,0.807,PASS,none,True,False
SYN-ETA-000088,2024-05-15T10:29:41,2024-05-15T10:29:44,2024-05-15T10:51:16.300000,1292.3,gps_geofence,4.85,826.3,2024-05-15T10:29:41,Noida,Sector 104,Sector 55,Noida-Sector 104,Cleaning,10,2,0,clear,34.8,0.0,10.0,HIGH,10,NORMAL,1.0,3.0,0.881,PASS,none,True,False
SYN-ETA-000089,2024-01-04T17:04:23,2024-01-04T17:04:28,2024-01-04T17:25:10.100000,1242.1,gps_geofence,2.47,785.9,2024-01-04T17:04:23,Gurugram,Sector 42,Sector 62,Gurugram-Sector 42,General Handyman,17,3,0,partly_cloudy,18.9,0.0,8.0,SEVERE,3,VERY_HIGH,1.5,5.0,0.769,PASS,none,True,False
SYN-ETA-000090,2024-01-15T07:43:26,2024-01-15T07:43:35.900000,2024-01-15T07:49:10,334.1,gps_geofence,3.42,305.3,2024-01-15T07:43:26,Gurugram,Golf Course Road,Sector 50,Gurugram-Golf Course Road,Cleaning,7,0,0,clear,15.7,0.0,10.0,LOW,6,HIGH,1.2,9.9,0.836,PASS,none,True,False
SYN-ETA-000091,2024-05-17T10:13:18,2024-05-17T10:13:26.500000,2024-05-17T10:31:08.200000,1061.7,gps_geofence,3.12,619.5,2024-05-17T10:13:18,Delhi,Defence Colony,Sector 62,Delhi-Defence Colony,Deep Cleaning,10,4,0,dust,33.7,0.0,2.5,HIGH,3,VERY_HIGH,1.5,8.5,0.71,PASS,none,True,False
SYN-ETA-000092,2024-03-16T06:30:40,2024-03-16T06:30:42.400000,2024-03-16T06:36:35.100000,352.7,gps_geofence,2.85,238.7,2024-03-16T06:30:40,Gurugram,DLF The Camellias,Sector 62,Gurugram-DLF The Camellias,Plumbing,6,5,1,clear,35.1,0.0,10.0,LOW,6,NORMAL,1.0,2.4,0.886,PASS,none,True,False
SYN-ETA-000093,2024-03-07T19:56:14,2024-03-07T19:56:17.400000,2024-03-07T20:44:37.100000,2899.7,gps_geofence,9.39,1969.7,2024-03-07T19:56:14,Noida,Sector 44,Sector 51,Noida-Sector 44,Carpentry,19,3,0,dust,42.7,0.0,2.5,HIGH,6,LOW,1.0,3.4,0.828,PASS,none,True,False
SYN-ETA-000094,2024-02-25T18:16:35,2024-02-25T18:16:44.300000,2024-02-25T18:26:14.700000,570.4,gps_geofence,2.49,387.2,2024-02-25T18:16:35,Delhi,Golf Links,Sector 75,Delhi-Golf Links,General Handyman,18,6,1,fog,5.0,0.0,2.5,MODERATE,4,NORMAL,1.0,9.3,0.755,PASS,none,True,False
SYN-ETA-000095,2024-05-21T13:49:39,2024-05-21T13:50:13.500000,2024-05-21T13:55:03.500000,290.0,gps_geofence,1.6,225.8,2024-05-21T13:49:39,Gurugram,Cyber City,Sector 93,Gurugram-Cyber City,Electrical,13,1,0,dust,35.4,0.0,2.5,MODERATE,9,NORMAL,1.0,34.5,0.595,PASS,none,True,False
SYN-ETA-000096,2024-01-26T10:04:50,2024-01-26T10:04:57.100000,2024-01-26T10:50:29.100000,2732.0,job_start,5.68,1760.4,2024-01-26T10:04:50,Delhi,Vasant Vihar,Sector 62,Delhi-Vasant Vihar,Carpentry,10,4,0,clear,14.0,0.0,10.0,SEVERE,5,NORMAL,1.0,7.1,0.825,PASS,none,True,False
SYN-ETA-000097,2024-05-29T20:35:35,2024-05-29T20:35:35.200000,2024-05-29T20:56:27.800000,1252.6,gps_geofence,5.12,915.1,2024-05-29T20:35:35,Gurugram,DLF The Belaire,Sector 52,Gurugram-DLF The Belaire,Electrical,20,2,0,cloudy,39.6,0.0,8.0,HIGH,6,NORMAL,1.0,0.2,0.891,PASS,none,True,False
SYN-ETA-000098,2024-06-04T12:44:26,2024-06-04T12:44:31.800000,2024-06-04T12:51:43,431.2,gps_geofence,2.51,311.7,2024-06-04T12:44:26,Gurugram,Sector 45,Sector 42,Gurugram-Sector 45,Cleaning,12,1,0,cloudy,24.8,0.0,8.0,MODERATE,4,LOW,1.0,5.8,0.873,PASS,none,True,False
SYN-ETA-000099,2024-02-13T19:56:16,2024-02-13T19:56:16.800000,2024-02-13T20:17:19.500000,1262.7,gps_geofence,7.0,1045.3,2024-02-13T19:56:16,Gurugram,DLF The Camellias,Sector 51,Gurugram-DLF The Camellias,Appliance Repair,19,1,0,dust,5.0,0.0,2.5,MODERATE,8,NORMAL,1.0,0.8,0.668,PASS,none,True,False
SYN-ETA-000100,2024-06-13T11:33:32,2024-06-13T11:33:34.900000,2024-06-13T12:29:19.400000,3344.5,gps_geofence,5.23,1775.2,2024-06-13T11:33:32,Noida,Sector 93A,Sector 42,Noida-Sector 93A,Pest Control,11,3,0,heavy_rain,27.9,14.4,2.5,SEVERE,3,LOW,1.0,2.9,0.65,REVIEW,extreme_conditions,True,False
SYN-ETA-000101,2024-06-21T09:33:13,2024-06-21T09:33:27.900000,2024-06-21T09:45:56.800000,748.9,job_start,3.22,632.8,2024-06-21T09:33:13,Gurugram,Sushant Lok,Sector 62,Gurugram-Sushant Lok,Beauty/Salon,9,4,0,clear,25.8,0.0,10.0,HIGH,5,VERY_HIGH,1.5,14.9,0.865,PASS,none,True,False
SYN-ETA-000102,2024-05-30T17:03:05,2024-05-30T17:03:14.400000,2024-05-30T17:12:20.800000,546.4,gps_geofence,4.29,518.5,2024-05-30T17:03:05,Noida,Sector 62,Sector 50,Noida-Sector 62,Plumbing,17,3,0,clear,40.4,0.0,10.0,MODERATE,7,NORMAL,1.0,9.4,0.592,PASS,none,True,False
SYN-ETA-000103,2024-05-01T10:16:05,2024-05-01T10:16:10.500000,2024-05-01T10:36:22.900000,1212.4,gps_geofence,5.5,981.9,2024-05-01T10:16:05,Delhi,South Delhi,Sector 50,Delhi-South Delhi,General Handyman,10,2,0,clear,33.1,0.0,10.0,HIGH,5,LOW,1.0,5.5,0.929,PASS,none,True,False
SYN-ETA-000104,2024-04-05T21:31:34,2024-04-05T21:31:50.600000,2024-04-05T21:45:40.900000,830.3,job_start,3.5,625.7,2024-04-05T21:31:34,Gurugram,Cyber City,Sector 43,Gurugram-Cyber City,Appliance Repair,21,4,0,clear,41.1,0.0,10.0,HIGH,7,LOW,1.0,16.6,0.736,PASS,none,True,False
SYN-ETA-000105,2024-03-31T08:09:09,2024-03-31T08:10:11.200000,2024-03-31T08:34:27.900000,1456.7,job_start,4.56,929.7,2024-03-31T08:09:09,Delhi,Vasant Kunj,Sector 52,Delhi-Vasant Kunj,Beauty/Salon,8,6,1,dust,47.4,0.0,2.5,HIGH,6,HIGH,1.2,62.2,0.911,PASS,none,True,False
SYN-ETA-000106,2024-02-14T19:01:00,2024-02-14T19:01:01.900000,2024-02-14T19:17:54.300000,1012.4,gps_geofence,4.33,757.1,2024-02-14T19:01:00,Gurugram,Sector 45,Sector 51,Gurugram-Sector 45,Plumbing,19,2,0,clear,12.1,0.0,10.0,HIGH,6,NORMAL,1.0,1.9,0.74,PASS,none,True,False
SYN-ETA-000107,2024-03-21T17:36:57,2024-03-21T17:37:02,2024-03-21T17:38:06.300000,64.3,job_start,0.3,52.6,2024-03-21T17:36:57,Noida,Sector 50,Sector 42,Noida-Sector 50,Plumbing,17,3,0,partly_cloudy,40.8,0.0,8.0,HIGH,6,LOW,1.0,5.0,0.906,PASS,none,True,False
SYN-ETA-000108,2024-01-28T08:57:56,2024-01-28T08:58:11.700000,2024-01-28T09:16:10.600000,1078.9,gps_geofence,4.82,882.5,2024-01-28T08:57:56,Gurugram,Cyber City,Sector 44,Gurugram-Cyber City,Carpentry,8,6,1,clear,24.1,0.0,10.0,HIGH,8,LOW,1.0,15.7,0.788,PASS,none,True,False
SYN-ETA-000109,2024-05-24T19:24:46,2024-05-24T19:25:09.200000,2024-05-24T19:58:27.400000,1998.2,gps_geofence,7.26,1221.0,2024-05-24T19:24:46,Gurugram,DLF Park Place,Sector 75,Gurugram-DLF Park Place,Deep Cleaning,19,4,0,cloudy,36.0,0.0,8.0,HIGH,4,VERY_HIGH,1.5,23.2,0.671,PASS,none,True,False
SYN-ETA-000110,2024-05-10T08:35:05,2024-05-10T08:35:13.400000,2024-05-10T08:52:52,1058.6,job_start,3.15,643.2,2024-05-10T08:35:05,Noida,Greater Noida West,Sector 52,Noida-Greater Noida West,Pest Control,8,4,0,dust,33.0,0.0,2.5,HIGH,6,HIGH,1.2,8.4,0.74,PASS,none,True,False
SYN-ETA-000111,2024-05-22T19:02:19,2024-05-22T19:02:31.700000,2024-05-22T19:09:52.400000,440.7,gps_geofence,1.72,328.0,2024-05-22T19:02:19,Noida,Sector 50,Sector 44,Noida-Sector 50,Electrical,19,2,0,partly_cloudy,37.7,0.0,8.0,HIGH,5,HIGH,1.2,12.7,0.958,PASS,none,True,False
SYN-ETA-000112,2024-05-03T08:27:56,2024-05-03T08:28:09.900000,2024-05-03T08:36:01.500000,471.6,gps_geofence,2.47,477.4,2024-05-03T08:27:56,Noida,Sector 93A,Sector 51,Noida-Sector 93A,Cleaning,8,4,0,partly_cloudy,35.6,0.0,8.0,HIGH,11,NORMAL,1.0,13.9,0.566,PASS,none,True,False
SYN-ETA-000113,2024-04-23T21:35:50,2024-04-23T21:35:51.400000,2024-04-23T22:03:48.900000,1677.5,gps_geofence,6.98,1301.3,2024-04-23T21:35:50,Gurugram,DLF The Crest,Sector 43,Gurugram-DLF The Crest,AC Service,21,1,0,clear,40.2,0.0,10.0,HIGH,8,NORMAL,1.0,1.4,0.968,PASS,none,True,False
SYN-ETA-000114,2024-06-14T15:25:51,2024-06-14T15:26:26.500000,2024-06-14T15:34:31.900000,485.4,job_start,3.58,468.0,2024-06-14T15:25:51,Delhi,South Delhi,Sector 43,Delhi-South Delhi,Cleaning,15,4,0,cloudy,26.5,0.0,8.0,MODERATE,3,VERY_HIGH,1.5,35.5,0.845,PASS,none,True,False
SYN-ETA-000115,2024-02-26T10:43:57,2024-02-26T10:43:59.100000,2024-02-26T11:02:48.800000,1129.7,job_start,4.31,737.8,2024-02-26T10:43:57,Gurugram,DLF The Crest,Sector 75,Gurugram-DLF The Crest,Plumbing,10,0,0,clear,15.2,0.0,10.0,HIGH,5,LOW,1.0,2.1,0.894,PASS,none,True,False
SYN-ETA-000116,2024-04-30T12:58:50,2024-04-30T12:58:55.100000,2024-04-30T13:21:20,1344.9,gps_geofence,8.47,998.5,2024-04-30T12:58:50,Noida,Sector 100,Sector 75,Noida-Sector 100,Electrical,12,1,0,partly_cloudy,38.0,0.0,8.0,MODERATE,3,NORMAL,1.0,5.1,0.817,PASS,none,True,False
SYN-ETA-000117,2024-01-30T17:22:37,2024-01-30T17:22:42.800000,2024-01-30T17:37:33.600000,890.8,gps_geofence,3.51,583.3,2024-01-30T17:22:37,Delhi,Vasant Vihar,Sector 62,Delhi-Vasant Vihar,Cleaning,17,1,0,clear,14.2,0.0,10.0,HIGH,7,HIGH,1.2,5.8,0.587,PASS,none,True,False
SYN-ETA-000118,2024-06-15T20:54:24,2024-06-15T20:54:28.500000,2024-06-15T21:16:30.400000,1321.9,job_start,5.35,1012.4,2024-06-15T20:54:24,Gurugram,DLF The Crest,Sector 45,Gurugram-DLF The Crest,Cleaning,20,5,1,clear,23.3,0.0,10.0,HIGH,3,NORMAL,1.0,4.5,0.381,PASS,none,True,False
SYN-ETA-000119,2024-02-20T06:56:06,2024-02-20T06:56:07.100000,2024-02-20T06:59:37.600000,210.5,gps_geofence,2.09,193.8,2024-02-20T06:56:06,Delhi,Jor Bagh,Sector 51,Delhi-Jor Bagh,Deep Cleaning,6,1,0,clear,21.9,0.0,10.0,LOW,5,NORMAL,1.0,1.1,0.95,PASS,none,True,False
SYN-ETA-000120,2024-05-11T19:43:03,2024-05-11T19:44:06,2024-05-11T20:08:31.500000,1465.5,gps_geofence,6.44,1146.8,2024-05-11T19:43:03,Gurugram,DLF The Belaire,Sector 50,Gurugram-DLF The Belaire,Plumbing,19,5,1,clear,33.7,0.0,10.0,HIGH,5,HIGH,1.2,63.0,0.744,PASS,none,True,False
SYN-ETA-000121,2024-03-29T07:32:55,2024-03-29T07:32:56.900000,2024-03-29T07:40:02.400000,425.5,gps_geofence,3.85,406.9,2024-03-29T07:32:55,Noida,Greater Noida West,Sector 44,Noida-Greater Noida West,General Handyman,7,4,0,dust,45.4,0.0,2.5,LOW,10,LOW,1.0,1.9,0.7,PASS,none,True,False
SYN-ETA-000122,2024-01-18T08:01:06,2024-01-18T08:01:10.300000,2024-01-18T08:38:38.700000,2248.4,gps_geofence,6.56,1488.3,2024-01-18T08:01:06,Delhi,Vasant Vihar,Sector 44,Delhi-Vasant Vihar,Appliance Repair,8,3,0,fog,17.5,0.0,2.5,HIGH,9,NORMAL,1.0,4.3,0.913,PASS,none,True,False
SYN-ETA-000123,2024-06-15T09:34:51,2024-06-15T09:34:56.200000,2024-06-15T10:03:16.700000,1700.5,gps_geofence,6.34,1273.0,2024-06-15T09:34:51,Delhi,Vasant Kunj,Sector 93,Delhi-Vasant Kunj,Appliance Repair,9,5,1,rain,28.0,12.6,2.5,HIGH,8,NORMAL,1.0,5.2,0.668,PASS,none,True,False
SYN-ETA-000124,2024-04-01T21:58:26,2024-04-01T21:58:57.200000,2024-04-01T22:00:17.600000,80.4,gps_geofence,0.35,67.8,2024-04-01T21:58:26,Delhi,Vasant Vihar,Sector 50,Delhi-Vasant Vihar,Appliance Repair,21,0,0,partly_cloudy,36.7,0.0,8.0,HIGH,10,HIGH,1.2,31.2,0.787,PASS,none,True,False
SYN-ETA-000125,2024-02-03T17:32:21,2024-02-03T17:32:50.700000,2024-02-03T17:52:13.100000,1162.4,job_start,4.35,768.1,2024-02-03T17:32:21,Noida,Sector 93A,Sector 42,Noida-Sector 93A,AC Service,17,5,1,partly_cloudy,17.9,0.0,8.0,HIGH,5,HIGH,1.2,29.7,0.667,PASS,none,True,False
SYN-ETA-000126,2024-05-27T19:36:00,2024-05-27T19:36:40.600000,2024-05-27T19:49:17.300000,756.7,job_start,5.34,627.8,2024-05-27T19:36:00,Delhi,Saket,Sector 75,Delhi-Saket,Carpentry,19,0,0,clear,37.8,0.0,10.0,MODERATE,9,LOW,1.0,40.6,0.525,PASS,none,True,False
SYN-ETA-000127,2024-03-26T10:28:34,2024-03-26T10:28:35.600000,2024-03-26T10:54:30.900000,1555.3,gps_geofence,6.36,1203.3,2024-03-26T10:28:34,Gurugram,Sector 42,Sector 93,Gurugram-Sector 42,Appliance Repair,10,1,0,partly_cloudy,39.0,0.0,8.0,HIGH,7,NORMAL,1.0,1.6,0.417,PASS,none,True,False
SYN-ETA-000128,2024-06-24T09:44:06,2024-06-24T09:44:39.700000,2024-06-24T10:09:32.100000,1492.4,gps_geofence,2.98,846.5,2024-06-24T09:44:06,Delhi,Malviya Nagar,Sector 52,Delhi-Malviya Nagar,Deep Cleaning,9,0,0,clear,29.4,0.0,10.0,SEVERE,7,NORMAL,1.0,33.7,0.609,PASS,none,True,False
SYN-ETA-000129,2024-02-09T19:38:27,2024-02-09T19:38:30.700000,2024-02-09T20:36:12.700000,3462.0,job_start,7.46,2348.3,2024-02-09T19:38:27,Delhi,Jor Bagh,Sector 62,Delhi-Jor Bagh,Appliance Repair,19,4,0,partly_cloudy,23.6,0.0,8.0,SEVERE,7,NORMAL,1.0,3.7,0.714,PASS,none,True,False
SYN-ETA-000130,2024-03-19T10:36:55,2024-03-19T10:37:05.300000,2024-03-19T10:47:28.600000,623.3,gps_geofence,2.01,398.2,2024-03-19T10:36:55,Noida,Sector 52,Sector 52,Noida-Sector 52,Plumbing,10,1,0,dust,38.5,0.0,2.5,HIGH,9,NORMAL,1.0,10.3,0.738,PASS,none,True,False
SYN-ETA-000131,2024-01-29T11:51:14,2024-01-29T11:51:17.400000,2024-01-29T12:09:22.100000,1084.7,gps_geofence,4.33,846.0,2024-01-29T11:51:14,Gurugram,DLF The Crest,Sector 45,Gurugram-DLF The Crest,Electrical,11,0,0,partly_cloudy,20.7,0.0,8.0,HIGH,7,NORMAL,1.0,3.4,0.852,PASS,none,True,False
SYN-ETA-000132,2024-06-10T08:31:33,2024-06-10T08:31:38.500000,2024-06-10T08:59:15.300000,1656.8,gps_geofence,5.7,1086.5,2024-06-10T08:31:33,Gurugram,Sushant Lok,Sector 43,Gurugram-Sushant Lok,Appliance Repair,8,0,0,rain,30.2,0.2,2.5,HIGH,5,HIGH,1.2,5.5,0.693,PASS,none,True,False
SYN-ETA-000133,2024-02-11T10:30:57,2024-02-11T10:31:12.800000,2024-02-11T10:40:31.100000,558.3,gps_geofence,4.56,516.3,2024-02-11T10:30:57,Gurugram,Sector 45,Sector 50,Gurugram-Sector 45,AC Service,10,6,1,clear,11.3,0.0,10.0,MODERATE,8,NORMAL,1.0,15.8,0.589,PASS,none,True,False
SYN-ETA-000134,2024-03-31T21:20:32,2024-03-31T21:20:41.200000,2024-03-31T21:35:13.900000,872.7,gps_geofence,3.53,652.7,2024-03-31T21:20:32,Noida,Sector 62,Sector 43,Noida-Sector 62,Cleaning,21,6,1,clear,37.3,0.0,10.0,HIGH,6,NORMAL,1.0,9.2,0.894,PASS,none,True,False
SYN-ETA-000135,2024-04-15T20:42:13,2024-04-15T20:42:19.600000,2024-04-15T21:24:20.600000,2521.0,gps_geofence,4.25,1433.4,2024-04-15T20:42:13,Delhi,Hauz Khas,Sector 45,Delhi-Hauz Khas,Cleaning,20,0,0,dust,36.1,0.0,2.5,SEVERE,14,LOW,1.0,6.6,0.856,PASS,none,True,False
SYN-ETA-000136,2024-04-13T18:16:00,2024-04-13T18:17:04.200000,2024-04-13T18:28:47.200000,703.0,gps_geofence,4.36,538.7,2024-04-13T18:16:00,Gurugram,DLF Park Place,Sector 93,Gurugram-DLF Park Place,Plumbing,18,5,1,partly_cloudy,34.1,0.0,8.0,MODERATE,9,HIGH,1.2,64.2,0.948,PASS,none,True,False
SYN-ETA-000137,2024-01-29T09:51:01,2024-01-29T09:51:04.100000,2024-01-29T10:17:10.900000,1566.8,gps_geofence,7.02,1340.1,2024-01-29T09:51:01,Delhi,South Delhi,Sector 45,Delhi-South Delhi,Electrical,9,0,0,clear,11.0,0.0,10.0,HIGH,10,NORMAL,1.0,3.1,0.749,PASS,none,True,False
SYN-ETA-000138,2024-01-29T06:46:18,2024-01-29T06:47:12.100000,2024-01-29T06:58:14,661.9,gps_geofence,7.07,679.8,2024-01-29T06:46:18,Delhi,Golf Links,Sector 45,Delhi-Golf Links,Appliance Repair,6,0,0,partly_cloudy,18.5,0.0,8.0,LOW,9,NORMAL,1.0,54.1,0.875,PASS,none,True,False
SYN-ETA-000139,2024-03-07T08:57:29,2024-03-07T08:57:29.200000,2024-03-07T09:11:06.200000,817.0,gps_geofence,2.76,569.3,2024-03-07T08:57:29,Noida,Sector 100,Sector 44,Noida-Sector 100,General Handyman,8,3,0,dust,38.7,0.0,2.5,HIGH,9,NORMAL,1.0,0.2,0.913,PASS,none,True,False
SYN-ETA-000140,2024-04-21T13:57:58,2024-04-21T13:57:59.300000,2024-04-21T14:02:32.200000,272.9,job_start,2.45,233.3,2024-04-21T13:57:58,Delhi,Chanakyapuri,Sector 62,Delhi-Chanakyapuri,Cleaning,13,6,1,clear,35.2,0.0,10.0,LOW,4,NORMAL,1.0,1.3,0.793,PASS,none,True,False
SYN-ETA-000141,2024-03-12T21:01:05,2024-03-12T21:01:32.200000,2024-03-12T21:13:30.900000,718.7,gps_geofence,1.95,418.1,2024-03-12T21:01:05,Gurugram,DLF Park Place,Sector 55,Gurugram-DLF Park Place,Cleaning,21,1,0,dust,34.5,0.0,2.5,HIGH,4,NORMAL,1.0,27.2,0.823,PASS,none,True,False
SYN-ETA-000142,2024-05-05T18:34:02,2024-05-05T18:34:18.200000,2024-05-05T18:43:50.800000,572.6,gps_geofence,3.22,495.2,2024-05-05T18:34:02,Gurugram,DLF The Camellias,Sector 43,Gurugram-DLF The Camellias,Plumbing,18,6,1,dust,33.3,0.0,2.5,MODERATE,7,HIGH,1.2,16.2,0.718,PASS,none,True,False
SYN-ETA-000143,2024-01-14T22:03:07,2024-01-14T22:03:15.400000,2024-01-14T22:20:06.700000,1011.3,gps_geofence,8.62,923.0,2024-01-14T22:03:07,Delhi,South Delhi,Sector 62,Delhi-South Delhi,AC Service,22,6,1,dust,10.4,0.0,2.5,LOW,10,NORMAL,1.0,8.4,0.908,PASS,none,True,False
SYN-ETA-000144,2024-02-09T10:21:12,2024-02-09T10:21:14.800000,2024-02-09T10:48:44.100000,1649.3,gps_geofence,6.85,1197.1,2024-02-09T10:21:12,Noida,Sector 62,Sector 93,Noida-Sector 62,Pest Control,10,4,0,clear,12.2,0.0,10.0,HIGH,12,NORMAL,1.0,2.8,0.551,PASS,none,True,False
SYN-ETA-000145,2024-02-02T10:37:33,2024-02-02T10:38:23.300000,2024-02-02T10:54:15,951.7,gps_geofence,4.33,627.4,2024-02-02T10:37:33,Gurugram,DLF The Aralias,Sector 75,Gurugram-DLF The Aralias,Electrical,10,4,0,fog,14.9,0.0,2.5,MODERATE,8,HIGH,1.2,50.3,0.685,PASS,none,True,False
SYN-ETA-000146,2024-02-07T10:14:37,2024-02-07T10:15:19.300000,2024-02-07T10:28:50.700000,811.4,gps_geofence,5.9,622.3,2024-02-07T10:14:37,Delhi,Jor Bagh,Sector 75,Delhi-Jor Bagh,Cleaning,10,2,0,clear,9.7,0.0,10.0,MODERATE,6,NORMAL,1.0,42.3,0.877,PASS,none,True,False
SYN-ETA-000147,2024-03-05T08:27:15,2024-03-05T08:27:26.500000,2024-03-05T08:44:37.700000,1031.2,job_start,4.2,704.2,2024-03-05T08:27:15,Delhi,Golf Links,Sector 45,Delhi-Golf Links,Plumbing,8,1,0,cloudy,32.1,0.0,8.0,HIGH,4,VERY_HIGH,1.5,11.5,0.637,PASS,none,True,False
SYN-ETA-000148,2024-04-30T09:02:37,2024-04-30T09:03:09.100000,2024-04-30T09:07:44.100000,275.0,gps_geofence,1.03,193.6,2024-04-30T09:02:37,Delhi,Hauz Khas,Sector 50,Delhi-Hauz Khas,Cleaning,9,1,0,clear,35.4,0.0,10.0,HIGH,7,NORMAL,1.0,32.1,0.627,PASS,none,True,False
SYN-ETA-000149,2024-03-17T08:02:15,2024-03-17T08:03:49.100000,2024-03-17T08:16:59.600000,790.5,gps_geofence,5.2,669.2,2024-03-17T08:02:15,Noida,Sector 52,Sector 51,Noida-Sector 52,AC Service,8,6,1,clear,43.8,0.0,10.0,MODERATE,6,HIGH,1.2,94.1,0.83,PASS,none,True,False
